0.00000000e+000	4.62000000e+002	3.54813389e+004
8.00000000e-002	-1	2.81838293e+004
1.30000000e-001	-1	2.95120923e+004
1.70000000e-001	-1	3.23593657e+004
2.10000000e-001	-1	4.36515832e+004
3.00000000e-001	-1	2.57039578e+004
3.80000000e-001	-1	6.91830971e+004
4.60000000e-001	-1	3.71535229e+004
5.40000000e-001	-1	2.04173794e+004
6.20000000e-001	-1	3.09029543e+004
7.10000000e-001	-1	2.95120923e+004
7.90000000e-001	-1	2.51188643e+004
8.80000000e-001	-1	2.57039578e+004
1.04000000e+000	-1	2.08929613e+004
1.21000000e+000	-1	2.13796209e+004
1.37000000e+000	-1	2.34422882e+004
1.54000000e+000	-1	2.45470892e+004
1.71000000e+000	-1	1.23026877e+004
1.95000000e+000	-1	1.02329299e+004
2.21000000e+000	-1	7.24435960e+003
2.45000000e+000	-1	7.24435960e+003
2.62000000e+000	-1	6.91830971e+003
2.71000000e+000	-1	4.89778819e+003
2.96000000e+000	-1	4.36515832e+003
5.62000000e+000	-1	3.98107171e+003
9.62000000e+000	-1	3.16227766e+003
1.36200000e+001	7.85000000e+002	2.88403150e+003
2.86200000e+001	7.44000000e+002	2.34422882e+003
3.46200000e+001	-1	2.81838293e+003
4.16200000e+001	-1	1.25892541e+003
5.66200000e+001	7.84000000e+002	1.34896288e+003
7.26200000e+001	-1	3.98107171e+002
8.96200000e+001	7.55000000e+002	1.51356125e+002
1.13620000e+002	6.92000000e+002	2.13796209e+002
1.54620000e+002	9.01000000e+002	5.01187234e+001
1.91620000e+002	8.26000000e+002	5.01187234e+001

